Peru,1298375.7142857143,1220893.7142857143
Philippines,2834377.0,3007444.5
Poland,1968413.7142857143,1848175.857142857
Portugal,376058.8333333333,389407.0
Qatar,25173.85714285714,24731.14285714286
Republic of Moldova,204065.0,203012.42857142858
Romania,1115282.4285714286,1086127.7142857143
Russian Federation,7141974.0,6821598.0
Rwanda,85472.0,80363.66666666667
Saint Kitts and Nevis,1948.0,2021.8333333333333
Saint Lucia,5886.285714285715,7251.285714285715
Samoa,11345.42857142857,11510.0
San Marino,501.0,487.0
Sao Tome and Principe,3698.25,3710.25
Saudi Arabia,1381335.3333333333,1283299.0
Senegal,179426.0,122413.42857142857
Serbia and Montenegro,398738.0,387892.0
Seychelles,3783.285714285714,3794.714285714286
Sierra Leone,90856.0,64711.0
Singapore,112709.14285714286,107191.0
Slovakia,339284.14285714284,329546.85714285716
Slovenia,106977.57142857143,103099.28571428571
Solomon Islands,11017.42857142857,8241.42857142857
South Africa,2081377.6666666667,2256237.8333333335
Spain,1569658.2857142857,1579505.142857143
Sri Lanka,1160519.3333333333,1171940.3333333333
St Vincent and the Grenadines,4576.833333333333,5282.666666666667
Sudan,668149.2,605137.2
Suriname,18972.5,23763.75
Swaziland,31726.571428571428,31659.571428571428
Sweden,412625.14285714284,462501.85714285716
Switzerland,293925.4285714286,262035.42857142858
Syria,845036.0,749846.0
Tajikistan,488348.85714285716,399849.4285714286
Tanzania,149610.0,121536.0
Thailand,2125852.0,2101563.4
Timor Leste,38130.0,35783.5
Togo,220351.4,103854.4
Tokelau,93.0,97.0
Tonga,7263.0,7129.0
Trinidad and Tobago,53091.71428571428,56028.142857142855
Tunisia,568941.0,574961.1666666666
Turkey,3093929.4,2290073.6
Turks and Caicos Islands,684.8571428571429,697.8571428571429
Tuvalu,491.0,421.0
Uganda,347540.28571428574,271475.5714285714
Ukraine,2480899.5714285714,2353103.0
United Arab Emirates,122353.85714285714,119936.14285714286
United Kingdom,2779349.285714286,2698911.285714286
United States of America,1.2031848E7,1.1526334E7
Uruguay,152228.16666666666,167528.16666666666
Uzbekistan,2142980.3333333335,2022623.6666666667
Vanuatu,6199.833333333333,5353.333333333333
Venezuela,830076.0,929851.0
Vietnam,4589351.571428572,4156700.5714285714
Yemen,905801.5,380306.5
Zambia,180205.66666666666,143422.0
Zimbabwe,437717.4,388666.4
